MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodelAge,TotalArea,TotalBathrooms,BedroomBathroomRatio,OverallFinishQuality,TotalOutdoorArea,LotSizePerRoom,GarageQuality,GarageToLotRatio,ExteriorQuality,BasementQuality
120,3,68.0,7820,1,2,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,1,362.0,5,3,2,5.0,3.0,3,5,0,5,0,1869,1869,1,5,1,4,1869,0,0,1869,0,0,2,0,2,1,5,6,6,1,4.0,1,2007.0,1,2,617,3.0,3.0,2,210,54,0,0,0,0,0.0,4,4,0,12,2007,6,5,318061,0,0,4355,2,1.0,14,264,3910.0,6.0,0.0789002557544757,8,8.0
120,3,0.0,5271,1,2,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,3,0.0,3,3,2,4.0,3.0,1,2,1082,5,0,371,1453,1,4,1,4,1453,0,0,1453,1,0,1,1,2,1,4,6,6,1,3.0,1,1986.0,1,2,445,3.0,3.0,2,0,80,0,0,184,0,0.0,4,4,0,12,2006,8,0,190000,20,20,3351,3,0.6666666666666666,12,264,2635.5,6.0,0.08442420793018403,6,7.0
50,3,60.0,9084,1,2,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,3,0.0,3,3,1,3.0,2.0,2,3,236,4,380,0,616,1,3,0,4,616,495,0,1111,0,1,1,0,3,1,3,5,6,0,0.0,5,1941.0,2,1,200,3.0,2.0,2,48,0,0,0,0,0,0.0,4,4,0,3,2008,5,4,95000,67,58,1927,2,1.5,11,48,3028.0,5.0,0.022016732716864818,6,5.0
30,4,60.0,8520,1,2,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,3,0.0,3,4,0,3.0,3.0,3,5,0,5,0,624,624,1,4,1,4,720,0,0,720,0,0,1,0,2,1,3,5,6,0,0.0,5,2005.0,2,2,484,3.0,3.0,2,106,0,0,0,0,0,0.0,4,4,0,5,2010,8,4,105900,82,7,1828,1,2.0,14,106,4260.0,6.0,0.0568075117370892,7,6.0
50,3,60.0,8400,1,2,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,3,0.0,3,3,1,3.0,3.0,3,3,388,5,0,552,940,1,5,1,4,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,4.0,1,1940.0,2,1,240,3.0,3.0,2,0,0,108,0,0,0,0.0,4,4,0,6,2006,8,4,140000,66,6,2775,1,2.0,11,108,4200.0,6.0,0.02857142857142857,6,6.0
20,3,105.0,11249,1,2,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,3,0.0,4,4,2,4.0,4.0,3,0,334,1,544,322,1200,1,5,1,4,1200,0,0,1200,1,0,2,0,3,1,4,6,6,0,0.0,1,1995.0,1,2,521,3.0,3.0,2,0,26,0,0,0,0,0.0,4,4,0,8,2007,8,4,177500,12,12,2921,3,1.0,11,26,3749.6666666666665,6.0,0.04631522802026847,8,8.0
20,3,0.0,9248,1,2,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106.0,3,3,2,4.0,3.0,3,2,560,5,0,598,1158,1,4,1,4,1167,0,0,1167,1,0,2,0,3,1,4,6,6,0,0.0,1,1992.0,1,2,400,3.0,3.0,2,120,26,0,0,0,0,0.0,4,4,0,7,2009,8,4,173000,17,17,2725,3,1.0,12,146,3082.6666666666665,6.0,0.04325259515570934,6,7.0
120,4,44.0,4224,1,2,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,3,0.0,3,3,2,4.0,3.0,3,0,874,5,0,268,1142,1,3,1,4,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,1.0,1,1976.0,0,2,528,3.0,3.0,2,536,90,0,0,0,0,0.0,2,4,0,8,2007,8,4,134000,31,31,2812,3,1.0,10,626,1408.0,6.0,0.125,6,7.0
80,3,92.0,6930,1,2,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,1,120.0,3,3,1,3.0,3.0,0,1,300,4,294,468,1062,1,5,1,1,1352,0,0,1352,0,1,1,0,3,1,4,6,3,0,0.0,3,1958.0,2,1,288,3.0,3.0,2,168,0,294,0,0,0,0.0,4,4,0,7,2006,8,0,130000,48,48,2702,2,1.5,9,462,2310.0,6.0,0.04155844155844156,6,6.0
60,3,78.0,12011,1,2,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530.0,4,3,2,4.0,3.0,0,2,956,5,0,130,1086,1,5,1,4,1086,838,0,1924,1,0,2,1,3,1,4,7,6,1,3.0,1,1998.0,1,2,592,3.0,3.0,2,208,75,0,0,374,0,0.0,4,4,0,6,2006,8,4,280000,8,8,3602,4,0.75,13,657,4003.6666666666665,6.0,0.049288152526850385,7,7.0
85,3,0.0,7540,1,2,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,3,0.0,3,3,1,4.0,3.0,0,2,773,5,0,115,888,1,5,1,4,912,0,0,912,1,0,1,0,2,1,3,5,6,1,3.0,1,1978.0,1,2,470,3.0,3.0,2,0,0,0,0,192,0,0.0,2,4,0,6,2007,8,4,156000,29,29,2270,2,1.0,12,192,3770.0,6.0,0.0623342175066313,6,7.0
50,3,0.0,9144,1,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,3,0.0,3,3,1,3.0,3.0,3,4,399,5,0,484,883,1,4,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,0.0,5,1940.0,2,1,240,3.0,3.0,0,0,0,0,0,0,0,0.0,4,4,0,7,2008,8,4,145000,68,26,2628,2,1.5,10,0,3048.0,6.0,0.026246719160104987,6,6.0
85,3,64.0,7301,1,2,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500.0,4,3,3,0.0,0.0,4,6,0,6,0,0,0,1,5,1,4,495,1427,0,1922,0,0,3,0,4,1,4,7,6,1,5.0,3,2003.0,1,2,672,3.0,3.0,2,0,0,177,0,0,0,0.0,4,4,0,7,2009,3,4,198500,6,6,2594,3,1.3333333333333333,12,177,1825.25,6.0,0.09204218600191755,7,0.0
160,4,21.0,1680,1,2,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,1,510.0,3,3,1,3.0,3.0,3,0,162,5,0,321,483,1,4,1,4,483,504,0,987,0,0,1,1,2,1,4,5,6,0,0.0,5,1972.0,2,1,264,3.0,3.0,2,250,0,0,0,0,0,0.0,4,4,0,5,2009,8,4,118000,37,2,1734,2,1.0,14,250,840.0,6.0,0.15714285714285714,6,6.0
60,3,0.0,18800,1,2,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,120.0,3,3,2,4.0,3.0,2,2,712,5,0,84,796,1,3,1,4,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,3.0,1,1976.0,0,2,566,3.0,3.0,2,306,111,0,0,0,0,0.0,4,4,0,7,2006,8,4,190000,30,30,2936,4,0.75,11,417,6266.666666666667,6.0,0.030106382978723405,6,7.0
70,4,59.0,10690,1,2,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,3,0.0,3,4,1,3.0,2.0,3,4,456,5,0,216,672,1,4,1,0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,0.0,5,1964.0,2,1,468,3.0,2.0,2,0,128,218,0,0,0,0.0,4,4,0,7,2009,8,4,147000,89,12,2484,1,3.0,12,346,3563.3333333333335,5.0,0.04377923292797006,7,5.0
20,3,0.0,9500,1,2,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,247.0,3,3,1,4.0,3.0,3,1,609,5,0,785,1394,1,4,1,4,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,4.0,1,1963.0,1,2,514,3.0,3.0,2,0,76,0,0,185,0,0.0,4,4,0,7,2009,8,4,159000,46,46,3302,3,1.0,11,261,3166.6666666666665,6.0,0.05410526315789474,6,7.0
80,3,101.0,9150,1,2,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,305.0,3,3,1,4.0,3.0,1,2,371,5,0,728,1099,1,4,1,4,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,4.0,2,1962.0,1,1,296,3.0,3.0,2,64,110,0,0,0,0,0.0,4,4,0,12,2008,8,4,165000,46,46,2826,2,1.5,11,174,3050.0,6.0,0.03234972677595629,6,7.0
20,3,78.0,7800,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200.0,3,3,2,3.0,3.0,3,3,540,5,0,728,1268,1,4,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,4.0,1,1954.0,0,1,244,3.0,3.0,2,0,98,0,0,0,0,0.0,4,4,0,3,2010,8,4,132000,56,56,2780,1,2.0,11,98,3900.0,6.0,0.03128205128205128,6,6.0
20,3,0.0,9830,1,2,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,3,0.0,3,4,1,3.0,3.0,3,0,72,4,258,733,1063,1,5,1,4,1287,0,0,1287,1,0,1,0,3,1,4,7,6,1,4.0,5,1997.0,0,2,576,3.0,3.0,2,364,17,0,0,182,0,0.0,4,4,0,3,2010,8,4,162000,51,4,2926,2,1.5,12,563,3276.6666666666665,6.0,0.05859613428280773,7,6.0
60,3,0.0,8121,1,2,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,3,0.0,3,3,2,4.0,3.0,3,5,0,5,0,953,953,1,5,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,3.0,1,2000.0,1,2,460,3.0,3.0,2,100,40,0,0,0,0,0.0,4,4,0,1,2006,8,4,172400,6,6,3077,3,1.0,11,140,2707.0,6.0,0.05664327053318557,6,7.0
50,3,80.0,17120,1,2,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,3,0.0,3,3,1,0.0,0.0,4,6,0,6,0,0,0,1,3,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,4.0,5,1991.0,0,2,680,3.0,3.0,0,0,59,0,0,0,0,0.0,4,4,0,7,2008,8,4,134432,49,49,2268,2,2.0,8,59,4280.0,6.0,0.0397196261682243,6,0.0
120,3,50.0,7175,1,2,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,3,0.0,3,3,1,4.0,3.0,3,0,623,3,121,0,744,1,3,1,4,752,0,0,752,1,0,1,0,2,1,3,4,6,0,0.0,1,1984.0,2,1,264,3.0,3.0,2,353,0,0,0,90,0,0.0,2,4,0,2,2010,8,4,125000,26,26,1760,2,1.0,11,443,3587.5,6.0,0.036794425087108014,6,7.0
20,3,79.0,10634,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,3,0.0,3,3,2,3.0,3.0,3,1,428,3,180,0,608,1,3,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,0.0,1,1953.0,2,1,270,3.0,3.0,2,66,0,0,0,0,0,0.0,1,4,0,11,2009,8,4,123000,56,56,2197,2,1.5,11,66,3544.6666666666665,6.0,0.025390257664096295,6,6.0
60,3,65.0,8200,1,2,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,3,0.0,4,3,2,4.0,3.0,3,5,0,5,0,847,847,1,5,1,4,847,1081,0,1928,0,0,2,1,4,1,4,8,6,1,4.0,3,2003.0,0,2,434,3.0,3.0,2,100,48,0,0,0,0,0.0,4,4,0,7,2007,8,4,219500,4,3,3209,3,1.3333333333333333,12,148,2050.0,6.0,0.05292682926829268,7,7.0
30,3,0.0,10020,1,2,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,3,0.0,2,2,0,2.0,1.0,1,1,350,5,0,333,683,1,4,0,0,904,0,0,904,1,0,0,1,1,1,2,4,0,0,0.0,6,0.0,3,0,0,0.0,0.0,2,0,0,0,0,0,0,0.0,4,4,0,3,2009,8,4,61000,87,59,1587,2,0.5,2,0,10020.0,0.0,0.0,4,3.0
85,3,57.0,8846,1,2,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,3,0.0,4,3,2,4.0,3.0,0,2,298,5,0,572,870,1,5,1,4,914,0,0,914,0,0,1,0,2,1,3,5,6,0,0.0,5,1998.0,2,2,576,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2006,8,4,148000,10,10,2360,1,2.0,10,0,4423.0,6.0,0.06511417589871128,7,7.0
60,1,102.0,11143,1,2,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,3,0.0,4,3,2,4.0,3.0,3,5,0,5,0,1580,1580,1,5,1,4,1580,886,0,2466,0,0,3,0,4,1,4,8,6,1,4.0,1,2004.0,1,2,610,3.0,3.0,2,159,214,0,0,0,0,0.0,4,4,0,12,2007,8,4,340000,3,2,4656,3,1.3333333333333333,13,373,2785.75,6.0,0.05474288791169344,7,7.0
20,3,88.0,11394,1,2,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,2,350.0,4,3,2,5.0,3.0,0,2,1445,5,0,411,1856,1,5,1,4,1856,0,0,1856,1,0,1,1,1,1,5,8,6,1,5.0,1,2010.0,0,3,834,3.0,3.0,2,113,0,0,0,0,0,0.0,4,4,0,6,2010,6,5,394432,0,0,4546,3,0.3333333333333333,11,113,11394.0,6.0,0.07319641916798315,7,8.0
60,3,60.0,8123,1,2,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,16.0,3,3,2,4.0,3.0,3,5,0,5,0,982,982,1,5,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,3.0,1,2000.0,0,2,463,3.0,3.0,2,100,63,0,0,0,0,0.0,4,4,0,6,2009,8,4,179000,9,9,3245,3,1.0,11,163,2707.6666666666665,6.0,0.05699864582050966,6,7.0
50,3,50.0,5000,1,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,3,0.0,3,3,0,3.0,3.0,3,3,218,5,0,808,1026,1,3,1,4,1026,665,0,1691,0,0,2,0,3,1,4,6,6,1,4.0,5,1924.0,2,1,308,3.0,3.0,2,0,0,242,0,0,0,0.0,4,4,0,5,2010,8,4,127000,86,60,3025,2,1.5,11,242,1666.6666666666667,6.0,0.0616,6,6.0
20,1,60.0,7200,1,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,3,0.0,4,3,2,4.0,4.0,3,5,0,5,0,1293,1293,1,5,1,4,1301,0,0,1301,1,0,2,0,2,1,4,5,6,1,4.0,1,2006.0,1,2,572,3.0,3.0,2,216,121,0,0,0,0,0.0,4,4,0,8,2006,6,5,187750,0,0,3166,3,0.6666666666666666,12,337,3600.0,6.0,0.07944444444444444,7,8.0
60,3,79.0,9245,1,2,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,3,0.0,4,3,2,4.0,3.0,0,5,0,5,0,939,939,1,5,1,4,939,858,0,1797,0,0,2,1,3,1,4,8,6,0,0.0,1,2006.0,1,2,639,3.0,3.0,2,144,53,0,0,0,0,0.0,4,4,0,4,2007,8,4,213500,1,1,3375,3,1.0,12,197,3081.6666666666665,6.0,0.069118442401298,7,7.0
45,2,60.0,9000,1,2,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,3,0.0,3,3,0,2.0,2.0,3,5,0,5,0,784,784,1,3,0,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,0.0,5,1950.0,2,2,360,2.0,2.0,0,0,0,91,0,0,0,0.0,4,4,0,10,2009,8,4,76000,81,59,1928,1,2.0,9,91,4500.0,4.0,0.04,6,4.0
60,3,0.0,53107,1,2,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,3,0.0,4,3,2,4.0,3.0,0,2,985,5,0,595,1580,1,5,1,4,1079,874,0,1953,1,0,2,1,3,1,4,9,6,2,2.0,1,1992.0,0,2,501,3.0,3.0,2,216,231,0,0,0,0,0.0,4,4,0,6,2007,8,4,240000,15,15,4034,4,0.75,11,447,17702.333333333332,6.0,0.00943378462349596,7,7.0
120,3,43.0,3182,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,16.0,4,3,2,4.0,3.0,3,2,24,5,0,1232,1256,1,5,1,4,1269,0,0,1269,0,0,2,0,2,1,4,6,6,1,3.0,1,2004.0,0,2,430,3.0,3.0,2,146,20,0,0,144,0,0.0,4,4,0,4,2010,8,4,192000,6,5,2955,2,1.0,13,310,1591.0,6.0,0.13513513513513514,7,7.0
50,3,58.0,8410,1,2,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,3,0.0,3,2,2,3.0,3.0,3,5,0,5,0,658,658,1,3,1,4,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,0.0,6,0.0,3,0,0,0.0,0.0,0,0,151,0,0,0,0,0.0,4,4,0,5,2006,8,1,81000,96,10,1842,1,5.0,8,151,1682.0,0.0,0.0,5,6.0
80,3,72.0,7200,1,2,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255.0,3,3,1,3.0,3.0,0,0,631,5,0,410,1041,1,5,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,2.0,5,1977.0,2,1,352,3.0,3.0,2,296,0,0,0,0,0,0.0,1,4,0,10,2009,8,0,125000,33,33,2518,2,1.5,12,296,2400.0,6.0,0.04888888888888889,6,6.0
20,3,93.0,9382,1,2,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,125.0,4,3,2,4.0,3.0,3,5,0,5,0,1468,1468,1,5,1,4,1479,0,0,1479,0,0,2,0,3,1,4,6,6,0,0.0,1,1999.0,1,2,577,3.0,3.0,2,120,25,0,0,0,0,0.0,4,4,0,7,2008,8,4,191000,9,8,3524,2,1.5,12,145,3127.3333333333335,6.0,0.06150074610957152,7,7.0
60,3,96.0,12474,1,2,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,2,272.0,5,3,2,5.0,3.0,0,2,1280,5,0,402,1682,1,5,1,4,1742,590,0,2332,1,0,2,1,3,1,5,9,6,1,5.0,3,2008.0,0,3,846,3.0,3.0,2,196,134,0,0,0,0,0.0,4,4,0,8,2008,6,5,426000,1,0,4860,4,0.75,15,330,4158.0,6.0,0.06782106782106782,8,8.0
50,3,50.0,8405,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,3,0.0,3,3,0,3.0,4.0,3,4,241,1,391,229,861,1,5,1,4,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,0.0,5,1978.0,2,1,384,3.0,3.0,2,0,130,112,0,0,0,0.0,2,4,0,4,2008,8,4,119000,108,58,2612,2,2.0,13,242,2101.25,6.0,0.04568709101725164,6,7.0
60,3,71.0,12209,1,2,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,3,0.0,3,3,2,5.0,3.0,3,0,690,5,0,114,804,1,5,1,4,804,1157,0,1961,1,0,2,1,3,1,4,7,6,1,3.0,3,2001.0,0,2,560,3.0,3.0,2,125,192,0,0,0,0,0.0,4,4,0,6,2009,8,4,215000,8,7,3325,4,0.75,11,317,4069.6666666666665,6.0,0.04586780244082234,6,8.0
20,3,0.0,8339,1,2,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,3,0.0,3,3,3,0.0,0.0,4,6,0,6,0,0,0,1,3,1,4,882,0,0,882,0,0,1,0,3,1,3,5,6,0,0.0,1,1959.0,1,1,294,3.0,3.0,2,0,0,0,0,0,0,0.0,2,2,1200,7,2007,8,4,106500,48,48,1176,1,3.0,12,0,2779.6666666666665,6.0,0.03525602590238638,6,0.0
30,3,0.0,7446,1,2,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,3,0.0,3,3,1,3.0,3.0,3,4,266,5,0,522,788,1,3,1,0,788,0,0,788,0,0,1,0,2,1,3,4,6,2,3.0,6,0.0,3,0,0,0.0,0.0,2,0,0,0,0,0,0,0.0,1,4,0,4,2006,8,0,100000,65,56,1576,1,2.0,9,0,3723.0,0.0,0.0,6,6.0
50,3,60.0,10134,1,2,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,3,0.0,3,3,1,3.0,3.0,3,5,0,5,0,735,735,1,4,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,0.0,5,1940.0,2,1,240,3.0,3.0,2,0,39,0,0,0,0,0.0,4,4,0,7,2007,8,4,109000,67,57,2009,1,2.0,11,39,5067.0,6.0,0.023682652457075192,6,6.0
20,3,68.0,9571,1,2,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,3,0.0,3,3,1,3.0,3.0,0,1,739,5,0,405,1144,1,3,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,0.0,1,1956.0,2,1,596,3.0,3.0,2,44,0,0,0,0,0,0.0,4,4,0,6,2010,8,4,129000,54,54,2884,2,1.5,11,44,3190.3333333333335,6.0,0.062271444990074185,6,6.0
20,3,60.0,7200,1,2,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,3,0.0,3,3,1,3.0,3.0,0,4,777,5,0,117,894,1,3,1,4,894,0,0,894,0,0,1,0,2,1,3,6,6,0,0.0,5,1985.0,1,2,600,3.0,3.0,2,215,0,0,0,0,0,0.0,4,4,0,9,2009,8,4,123000,37,37,2388,1,2.0,10,215,3600.0,6.0,0.08333333333333333,6,6.0
60,3,69.0,7590,1,2,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,288.0,3,3,1,3.0,3.0,3,0,540,5,0,324,864,1,3,1,4,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,3.0,1,1962.0,1,1,264,3.0,3.0,2,0,168,0,0,0,0,0.0,4,4,0,7,2007,8,4,169500,45,45,2940,2,2.0,10,168,1897.5,6.0,0.034782608695652174,6,6.0
30,4,60.0,8967,1,2,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,3,0.0,3,2,0,2.0,1.0,3,5,0,5,0,961,961,1,4,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,0.0,5,1920.0,2,1,338,1.0,1.0,0,0,0,0,0,0,0,0.0,4,4,0,11,2007,8,0,67000,87,57,2376,1,2.0,7,0,4483.5,2.0,0.037693766031002565,5,3.0
60,1,65.0,8125,1,2,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,2,100.0,4,3,2,4.0,3.0,3,2,812,5,0,280,1092,1,5,1,4,1112,438,0,1550,1,0,2,0,2,1,4,7,6,0,0.0,1,2007.0,0,2,438,3.0,3.0,2,0,168,0,0,0,0,0.0,4,4,0,10,2009,8,4,241000,3,2,3080,3,0.6666666666666666,12,168,4062.5,6.0,0.05390769230769231,7,7.0
120,3,38.0,14963,1,2,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,3,0.0,4,3,2,4.0,3.0,3,2,786,5,0,474,1260,1,5,1,4,1288,0,0,1288,1,0,1,1,1,1,5,4,6,2,4.0,1,1996.0,0,2,500,3.0,3.0,2,120,30,0,0,224,0,0.0,4,4,0,12,2008,8,4,245500,12,12,3048,3,0.3333333333333333,13,374,14963.0,6.0,0.03341575887188398,7,7.0
20,3,65.0,8767,1,2,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,3,0.0,4,3,2,4.0,3.0,0,2,24,5,0,1286,1310,1,5,1,4,1310,0,0,1310,0,0,2,0,3,1,4,6,6,1,4.0,1,2005.0,0,2,400,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2006,6,5,164990,1,1,3020,2,1.5,12,0,2922.3333333333335,6.0,0.045625641610585146,7,7.0
30,3,60.0,10200,1,2,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,3,0.0,3,3,2,3.0,3.0,3,5,0,5,0,672,672,1,5,1,4,672,0,0,672,0,0,1,0,2,1,3,4,6,0,0.0,5,1940.0,2,1,240,3.0,3.0,0,168,0,0,0,0,0,0.0,0,4,0,8,2008,8,4,108000,68,11,1584,1,2.0,13,168,5100.0,6.0,0.023529411764705882,6,6.0
60,3,93.0,12090,1,2,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,650.0,4,3,2,4.0,3.0,3,5,0,5,0,1141,1141,1,4,1,4,1165,1098,0,2263,0,0,2,1,4,1,4,10,6,1,3.0,3,1998.0,0,2,420,3.0,3.0,2,144,123,0,0,0,0,0.0,4,4,0,7,2006,8,0,258000,8,8,3824,3,1.3333333333333333,13,267,3022.5,6.0,0.034739454094292806,7,7.0
60,3,0.0,10364,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,3,0.0,3,3,2,4.0,3.0,3,5,0,5,0,806,806,1,4,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,3.0,3,1995.0,0,2,373,3.0,3.0,2,0,40,0,0,0,0,0.0,4,4,0,5,2007,8,4,168000,12,11,2751,3,1.0,11,40,3454.6666666666665,6.0,0.035989965264376686,6,7.0
20,3,0.0,9991,1,2,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,3,0.0,3,3,1,3.0,3.0,3,1,1116,5,0,165,1281,1,5,1,4,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,3.0,1,1993.0,2,2,490,3.0,3.0,2,120,78,0,0,0,0,0.0,1,4,0,6,2009,8,4,150000,33,16,3391,3,1.0,8,198,3330.3333333333335,6.0,0.04904413972575318,6,6.0
50,3,51.0,10480,1,2,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,3,0.0,3,3,0,3.0,3.0,3,5,0,5,0,1064,1064,1,5,1,0,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,0.0,5,1936.0,2,1,240,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,3,2008,8,4,115000,72,58,2943,1,3.0,11,0,3493.3333333333335,6.0,0.022900763358778626,6,6.0
70,3,63.0,15576,1,2,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,3,0.0,3,3,0,4.0,3.0,3,5,0,5,0,840,840,1,5,1,4,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,0.0,1,1960.0,2,1,308,3.0,3.0,2,0,0,160,0,0,0,0.0,4,4,0,3,2008,8,4,177000,93,32,2828,2,2.0,13,160,3894.0,6.0,0.01977401129943503,6,7.0
